batch_id,product_id,product_name,warehouse_location,received_date,storage_days,opening_stock_kg,accepted_quantity_kg,sold_quantity_kg,closing_stock_kg,shrinkage_kg,shrinkage_reason,quality_grade,moisture_percent,aflatoxin_risk_level,fumigation_required,warehouse_condition_score
B00185,P02,Beans,Narok Aggregation Warehouse,2026-02-19,131,1128,1128,0,1128,0,None,Grade B,8.9,Low,No,8.2
B00186,P01,Maize,Kakamega Aggregation Warehouse,2025-03-16,400,733,733,559,157,17,Pest Damage,Grade B,14.5,Medium,Yes,8.2
B00187,P02,Beans,Uasin Gishu Aggregation Warehouse,2025-02-01,400,135,135,0,132,3,Weighing Variance,Grade C,13.3,Low,No,7.0
B00188,P01,Maize,Meru Aggregation Warehouse,2026-01-18,163,1420,1420,0,1396,24,Pest Damage,Grade A,12.2,Medium,Yes,7.1
B00189,P08,Cowpeas,Meru Aggregation Warehouse,2025-08-04,330,366,366,0,357,9,Pest Damage,Grade B,13.7,Medium,Yes,8.4
B00190,P05,Sorghum,Narok Aggregation Warehouse,2025-07-18,36,973,973,973,0,22,Moisture Loss,Grade C,15.4,Medium,Yes,7.7
B00191,P04,Wheat,Nyeri Aggregation Warehouse,2025-03-10,12,510,510,510,0,9,Pest Damage,Grade A,12.6,Medium,Yes,6.3
B00192,P05,Sorghum,Makueni Aggregation Warehouse,2025-07-18,53,1121,1121,1121,0,15,Moisture Loss,Grade A,11.9,Low,Yes,9.7
B00193,P08,Cowpeas,Makueni Aggregation Warehouse,2025-01-05,400,1091,1091,839,251,1,Spillage During Handling,Grade A,9.8,Medium,Yes,8.7
B00194,P07,Green Grams,Kisumu Aggregation Warehouse,2026-04-02,4,464,464,464,0,10,Moisture Loss,Grade B,14.2,High,Yes,7.5
B00195,P08,Cowpeas,Machakos Aggregation Warehouse,2025-09-27,276,517,517,0,512,5,Weighing Variance,Grade B,11.1,Low,No,7.3
B00196,P02,Beans,Kirinyaga Aggregation Warehouse,2025-08-06,328,948,948,0,913,35,Spillage During Handling,Grade C,17.2,Low,No,7.8
B00197,P08,Cowpeas,Kirinyaga Aggregation Warehouse,2025-10-25,56,1108,1108,1108,0,13,Weighing Variance,Grade A,11.0,Low,No,8.2
B00198,P05,Sorghum,Embu Aggregation Warehouse,2026-06-11,32,580,580,580,0,16,Weighing Variance,Grade C,15.1,High,Yes,5.2
B00199,P01,Maize,Kirinyaga Aggregation Warehouse,2025-08-26,3,209,209,209,0,4,Pest Damage,Grade C,13.1,High,Yes,9.8
B00200,P08,Cowpeas,Kirinyaga Aggregation Warehouse,2025-11-28,214,1034,1034,0,1025,9,Spillage During Handling,Grade B,10.9,Low,No,6.7
B00201,P05,Sorghum,Kakamega Aggregation Warehouse,2025-03-21,400,520,520,0,511,9,Moisture Loss,Grade B,13.1,Low,No,7.6
B00202,P08,Cowpeas,Trans Nzoia Aggregation Warehouse,2026-05-29,14,191,191,191,0,4,Spillage During Handling,Grade B,13.7,Medium,Yes,7.6
B00203,P06,Millet,Kitui Aggregation Warehouse,2025-08-24,5,351,351,351,0,4,Moisture Loss,Grade A,11.3,Low,No,9.8
B00204,P01,Maize,Kirinyaga Aggregation Warehouse,2025-05-11,60,401,401,401,0,5,Moisture Loss,Grade A,12.6,Low,No,7.5
B00205,P05,Sorghum,Machakos Aggregation Warehouse,2025-01-20,400,205,205,0,202,3,Moisture Loss,Grade A,13.5,Low,No,9.3
B00206,P01,Maize,Embu Aggregation Warehouse,2026-02-25,70,303,303,303,0,2,Moisture Loss,Grade B,9.9,Low,No,8.0
B00207,P08,Cowpeas,Trans Nzoia Aggregation Warehouse,2025-03-12,400,2099,2099,0,2067,32,Weighing Variance,Grade C,13.4,Medium,Yes,6.5
B00208,P05,Sorghum,Bungoma Aggregation Warehouse,2026-05-03,34,387,387,387,0,9,Spillage During Handling,Grade C,13.6,Medium,Yes,7.7
B00209,P07,Green Grams,Kirinyaga Aggregation Warehouse,2026-03-18,12,882,882,882,0,5,Spillage During Handling,Grade A,9.5,Medium,Yes,7.5
B00210,P02,Beans,Kitui Aggregation Warehouse,2025-04-11,400,2007,2007,1545,437,25,Pest Damage,Grade A,11.9,Low,No,6.4
B00211,P01,Maize,Nyeri Aggregation Warehouse,2025-01-08,400,1167,1167,0,1150,17,Moisture Loss,Grade B,11.4,Low,No,8.0
B00212,P02,Beans,Nyeri Aggregation Warehouse,2025-09-17,286,826,826,444,363,19,Spillage During Handling,Grade C,14.1,Medium,Yes,7.6
B00213,P07,Green Grams,Nyeri Aggregation Warehouse,2025-07-03,362,1020,1020,0,1008,12,Pest Damage,Grade A,11.4,Medium,Yes,8.2
B00214,P01,Maize,Makueni Aggregation Warehouse,2026-04-03,88,1000,1000,971,4,25,Moisture Loss,Grade C,14.0,Medium,Yes,7.8
B00215,P06,Millet,Bungoma Aggregation Warehouse,2026-02-03,21,429,429,429,0,3,Spillage During Handling,Grade C,9.7,Medium,Yes,6.9
B00216,P02,Beans,Nyeri Aggregation Warehouse,2025-02-08,60,1239,1239,1239,0,12,Spillage During Handling,Grade A,10.2,Low,Yes,8.4
B00217,P05,Sorghum,Uasin Gishu Aggregation Warehouse,2025-01-11,22,1017,1017,1017,0,39,Moisture Loss,Grade A,17.7,Low,No,6.9
B00218,P05,Sorghum,Kitui Aggregation Warehouse,2025-02-06,6,784,784,784,0,12,Moisture Loss,Grade A,12.7,Low,Yes,4.2
B00219,P04,Wheat,Kirinyaga Aggregation Warehouse,2025-01-16,400,1402,1402,251,1133,18,Pest Damage,Grade B,11.9,Low,No,7.7
B00220,P01,Maize,Narok Aggregation Warehouse,2026-04-11,80,1161,1161,0,1140,21,Moisture Loss,Grade A,12.1,Low,No,7.0
B00221,P07,Green Grams,Narok Aggregation Warehouse,2025-09-14,289,1116,1116,259,852,5,Weighing Variance,Grade B,10.6,Low,No,8.0
B00222,P08,Cowpeas,Narok Aggregation Warehouse,2025-01-29,44,882,882,882,0,15,Spillage During Handling,Grade A,12.4,Medium,Yes,9.8
B00223,P08,Cowpeas,Kirinyaga Aggregation Warehouse,2025-01-10,61,1322,1322,1322,0,16,Moisture Loss,Grade B,11.1,Medium,Yes,9.8
B00224,P03,Rice,Makueni Aggregation Warehouse,2025-08-12,75,56,56,56,0,1,Pest Damage,Grade B,12.6,Low,No,7.4
B00225,P01,Maize,Kirinyaga Aggregation Warehouse,2025-07-31,14,655,655,655,0,11,Pest Damage,Grade C,13.6,Medium,Yes,6.7
B00226,P05,Sorghum,Trans Nzoia Aggregation Warehouse,2025-02-13,17,155,155,155,0,1,Pest Damage,Grade B,11.1,Low,No,8.2
B00227,P09,Barley,Meru Aggregation Warehouse,2026-06-08,17,709,709,709,0,15,Spillage During Handling,Grade C,13.6,Medium,Yes,7.2
B00228,P02,Beans,Narok Aggregation Warehouse,2025-06-28,367,367,367,0,361,6,Pest Damage,Grade A,13.4,Low,Yes,8.0
B00229,P02,Beans,Kakamega Aggregation Warehouse,2025-09-23,280,1914,1914,0,1903,11,Moisture Loss,Grade A,11.3,Low,No,6.9
B00230,P06,Millet,Uasin Gishu Aggregation Warehouse,2026-01-09,56,601,601,601,0,5,Pest Damage,Grade A,11.0,Medium,Yes,7.9
B00231,P07,Green Grams,Narok Aggregation Warehouse,2026-03-19,36,882,882,882,0,0,None,Grade A,9.3,Medium,Yes,6.7
B00232,P09,Barley,Kakamega Aggregation Warehouse,2026-06-14,51,1035,1035,1035,0,33,Moisture Loss,Grade C,17.3,High,Yes,8.8
B00233,P07,Green Grams,Kirinyaga Aggregation Warehouse,2025-04-09,400,669,669,0,651,18,Moisture Loss,Grade C,15.0,Medium,Yes,7.0
B00234,P02,Beans,Kitui Aggregation Warehouse,2025-07-23,342,1370,1370,0,1334,36,Spillage During Handling,Grade B,14.1,High,Yes,8.2
B00235,P03,Rice,Kirinyaga Aggregation Warehouse,2026-01-26,21,50,50,50,0,1,Moisture Loss,Grade B,14.3,Low,No,6.2
B00236,P04,Wheat,Kakamega Aggregation Warehouse,2025-03-15,400,846,846,0,843,3,Spillage During Handling,Grade B,10.2,Low,No,8.5
B00237,P07,Green Grams,Kakamega Aggregation Warehouse,2026-04-07,31,1146,1146,1146,0,0,None,Grade B,8.4,Low,No,6.5
B00238,P01,Maize,Makueni Aggregation Warehouse,2025-04-16,400,2534,2534,0,2498,36,Moisture Loss,Grade B,12.4,Low,No,7.9
B00239,P01,Maize,Uasin Gishu Aggregation Warehouse,2025-03-28,10,567,567,567,0,5,Moisture Loss,Grade A,10.6,Medium,Yes,8.7
B00240,P01,Maize,Uasin Gishu Aggregation Warehouse,2026-01-01,3,566,566,566,0,14,Moisture Loss,Grade B,15.6,Medium,Yes,7.4
B00241,P04,Wheat,Kirinyaga Aggregation Warehouse,2026-04-13,78,474,474,182,282,10,Spillage During Handling,Grade B,14.7,Low,No,6.5
B00242,P01,Maize,Narok Aggregation Warehouse,2026-03-29,48,583,583,583,0,21,Spillage During Handling,Grade C,17.0,Medium,Yes,8.1
B00243,P03,Rice,Trans Nzoia Aggregation Warehouse,2026-05-19,13,1264,1264,1264,0,20,Spillage During Handling,Grade B,13.1,Low,No,6.7
B00244,P01,Maize,Bungoma Aggregation Warehouse,2026-03-24,98,881,881,803,59,19,Spillage During Handling,Grade B,13.5,Medium,Yes,7.2
B00245,P04,Wheat,Kitui Aggregation Warehouse,2025-10-06,267,2479,2479,380,2052,47,Moisture Loss,Grade B,12.8,Low,No,7.9
B00246,P03,Rice,Kakamega Aggregation Warehouse,2025-10-06,68,562,562,562,0,2,Spillage During Handling,Grade C,9.7,High,Yes,8.9
B00247,P01,Maize,Nakuru Aggregation Warehouse,2026-03-25,97,1641,1641,1622,3,16,Moisture Loss,Grade A,11.1,Medium,Yes,7.6
B00248,P03,Rice,Kisumu Aggregation Warehouse,2025-02-02,54,564,564,564,0,7,Weighing Variance,Grade B,11.6,Low,No,7.6
B00249,P08,Cowpeas,Narok Aggregation Warehouse,2026-01-26,155,1247,1247,0,1223,24,Weighing Variance,Grade C,13.8,High,Yes,8.3
B00250,P01,Maize,Machakos Aggregation Warehouse,2025-04-07,400,1741,1741,629,1095,17,Moisture Loss,Grade A,11.8,Low,No,7.7
B00251,P06,Millet,Kisii Aggregation Warehouse,2025-05-06,400,1757,1757,0,1717,40,Weighing Variance,Grade C,13.7,Medium,Yes,8.3
B00252,P02,Beans,Trans Nzoia Aggregation Warehouse,2025-06-21,374,807,807,0,799,8,Moisture Loss,Grade C,11.1,Medium,Yes,8.8
B00253,P05,Sorghum,Uasin Gishu Aggregation Warehouse,2025-04-02,400,817,817,0,802,15,Pest Damage,Grade C,13.1,High,Yes,7.1
B00254,P05,Sorghum,Kitui Aggregation Warehouse,2025-04-20,400,1156,1156,1148,0,18,Weighing Variance,Grade B,11.7,Low,Yes,4.0
B00255,P01,Maize,Busia Aggregation Warehouse,2026-01-02,24,342,342,342,0,0,None,Grade A,8.4,Low,No,6.7
B00256,P01,Maize,Bungoma Aggregation Warehouse,2025-11-28,53,869,869,869,0,15,Pest Damage,Grade A,12.0,Low,No,8.9
B00257,P07,Green Grams,Embu Aggregation Warehouse,2026-01-11,170,966,966,0,949,17,Pest Damage,Grade C,14.2,High,Yes,7.4
B00258,P01,Maize,Narok Aggregation Warehouse,2025-03-06,400,940,940,0,927,13,Moisture Loss,Grade A,12.1,Medium,Yes,7.2
B00259,P02,Beans,Kitui Aggregation Warehouse,2025-04-24,22,622,622,622,0,17,Weighing Variance,Grade A,15.9,High,Yes,8.7
B00260,P04,Wheat,Busia Aggregation Warehouse,2026-02-02,73,1259,1259,1259,0,22,Spillage During Handling,Grade A,12.9,Medium,Yes,7.5
B00261,P05,Sorghum,Trans Nzoia Aggregation Warehouse,2025-03-23,54,1025,1025,1025,0,7,Moisture Loss,Grade B,11.1,Low,No,5.3
B00262,P07,Green Grams,Nyeri Aggregation Warehouse,2025-02-11,50,802,802,802,0,3,Pest Damage,Grade A,9.4,Low,No,5.9
B00263,P01,Maize,Kisumu Aggregation Warehouse,2025-09-12,291,2131,2131,0,2124,7,Moisture Loss,Grade B,8.5,Low,No,8.1
B00264,P03,Rice,Kisii Aggregation Warehouse,2026-03-14,35,2249,2249,2249,0,46,Moisture Loss,Grade B,13.8,High,Yes,7.4
B00265,P08,Cowpeas,Makueni Aggregation Warehouse,2025-11-19,70,1213,1213,1213,0,21,Spillage During Handling,Grade B,12.0,Low,No,9.2
B00266,P04,Wheat,Kisii Aggregation Warehouse,2026-01-20,161,1330,1330,1072,245,13,Weighing Variance,Grade A,10.6,Low,No,6.8
B00267,P05,Sorghum,Kirinyaga Aggregation Warehouse,2025-05-19,400,677,677,643,31,3,Moisture Loss,Grade B,10.7,Low,Yes,7.3
B00268,P07,Green Grams,Meru Aggregation Warehouse,2026-06-08,54,937,937,937,0,1,Spillage During Handling,Grade A,9.6,Low,No,6.6
B00269,P01,Maize,Narok Aggregation Warehouse,2025-11-04,11,1054,1054,1054,0,15,Pest Damage,Grade B,13.1,Medium,Yes,7.0
B00270,P06,Millet,Kakamega Aggregation Warehouse,2025-04-08,7,230,230,230,0,2,Moisture Loss,Grade A,10.2,Low,No,5.5
B00271,P07,Green Grams,Kisumu Aggregation Warehouse,2026-03-03,119,1250,1250,1043,188,19,Spillage During Handling,Grade B,11.7,Low,No,7.2
B00272,P02,Beans,Meru Aggregation Warehouse,2025-02-12,400,107,107,0,106,1,Moisture Loss,Grade A,13.0,Medium,Yes,7.5
B00273,P06,Millet,Uasin Gishu Aggregation Warehouse,2026-06-01,72,237,237,237,0,0,None,Grade A,8.8,Low,No,7.5
B00274,P02,Beans,Kirinyaga Aggregation Warehouse,2026-02-13,44,1611,1611,1611,0,16,Moisture Loss,Grade A,11.3,Low,No,10.0
B00275,P04,Wheat,Machakos Aggregation Warehouse,2025-09-10,20,3176,3176,3176,0,62,Moisture Loss,Grade A,12.8,Low,No,9.6
B00276,P02,Beans,Kitui Aggregation Warehouse,2025-12-19,193,2304,2304,1783,454,67,Moisture Loss,Grade C,16.5,Medium,Yes,6.8
B00277,P03,Rice,Trans Nzoia Aggregation Warehouse,2025-08-28,32,880,880,880,0,15,Moisture Loss,Grade A,12.5,Low,No,5.4
B00278,P01,Maize,Kitui Aggregation Warehouse,2025-04-24,57,1566,1566,1566,0,7,Weighing Variance,Grade A,11.1,High,Yes,7.3
B00279,P03,Rice,Makueni Aggregation Warehouse,2025-05-25,36,835,835,835,0,24,Spillage During Handling,Grade B,15.6,Medium,Yes,8.0
B00280,P07,Green Grams,Machakos Aggregation Warehouse,2025-10-05,72,394,394,394,0,6,Pest Damage,Grade A,12.3,Low,No,6.7
B00281,P01,Maize,Narok Aggregation Warehouse,2026-01-31,150,1183,1183,0,1171,12,Weighing Variance,Grade A,10.3,Low,No,6.7
B00282,P01,Maize,Machakos Aggregation Warehouse,2025-01-23,400,1359,1359,0,1334,25,Pest Damage,Grade B,13.7,High,Yes,9.2
B00283,P01,Maize,Kakamega Aggregation Warehouse,2025-10-10,263,535,535,0,521,14,Spillage During Handling,Grade C,16.5,Medium,Yes,7.3
B00284,P02,Beans,Makueni Aggregation Warehouse,2025-05-21,400,547,547,0,542,5,Moisture Loss,Grade B,10.1,Low,No,8.3
B00285,P02,Beans,Meru Aggregation Warehouse,2025-12-04,208,1287,1287,248,1016,23,Pest Damage,Grade B,13.2,High,Yes,6.4
B00286,P06,Millet,Kisumu Aggregation Warehouse,2025-05-19,40,557,557,557,0,0,None,Grade A,9.2,Medium,Yes,7.5
B00287,P08,Cowpeas,Kitui Aggregation Warehouse,2025-07-08,357,1026,1026,0,1017,9,Moisture Loss,Grade B,10.0,Low,No,7.2
B00288,P06,Millet,Busia Aggregation Warehouse,2025-10-08,265,770,770,477,270,23,Moisture Loss,Grade C,16.2,Low,No,6.9
B00289,P01,Maize,Makueni Aggregation Warehouse,2025-08-25,54,1292,1292,1292,0,3,Moisture Loss,Grade A,10.4,Low,No,8.9
B00290,P01,Maize,Machakos Aggregation Warehouse,2026-05-19,28,962,962,962,0,13,Moisture Loss,Grade C,13.2,Medium,Yes,6.1
B00291,P06,Millet,Machakos Aggregation Warehouse,2025-07-29,47,364,364,364,0,3,Moisture Loss,Grade A,10.6,High,Yes,7.8
B00292,P02,Beans,Uasin Gishu Aggregation Warehouse,2025-02-12,400,1004,1004,0,996,8,Moisture Loss,Grade C,11.9,High,Yes,7.1
B00293,P07,Green Grams,Nakuru Aggregation Warehouse,2025-02-09,12,532,532,532,0,9,Moisture Loss,Grade C,12.5,Low,No,8.1
B00294,P01,Maize,Machakos Aggregation Warehouse,2026-06-13,17,1374,1374,974,375,25,Pest Damage,Grade B,13.0,Low,No,7.2
B00295,P02,Beans,Kakamega Aggregation Warehouse,2025-02-25,400,1235,1235,0,1219,16,Spillage During Handling,Grade A,12.7,Medium,Yes,8.6
B00296,P08,Cowpeas,Kitui Aggregation Warehouse,2025-05-19,39,530,530,530,0,5,Moisture Loss,Grade B,10.2,Medium,Yes,6.6
B00297,P01,Maize,Kitui Aggregation Warehouse,2025-06-17,58,259,259,259,0,9,Moisture Loss,Grade B,17.6,Medium,Yes,8.9
B00298,P05,Sorghum,Bungoma Aggregation Warehouse,2026-01-23,31,1609,1609,1609,0,11,Spillage During Handling,Grade B,11.6,Low,No,7.6
B00299,P01,Maize,Nakuru Aggregation Warehouse,2025-02-22,400,1184,1184,0,1173,11,Moisture Loss,Grade B,11.6,Medium,Yes,6.1
B00300,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-09-17,12,820,820,820,0,6,Spillage During Handling,Grade B,11.9,Low,Yes,8.3
B00301,P03,Rice,Busia Aggregation Warehouse,2026-03-29,74,1011,1011,1011,0,33,Pest Damage,Grade C,16.3,High,Yes,7.2
B00302,P01,Maize,Kitui Aggregation Warehouse,2025-12-24,188,333,333,0,333,0,None,Grade A,8.0,High,Yes,5.6
B00303,P09,Barley,Bungoma Aggregation Warehouse,2025-10-19,254,2475,2475,167,2268,40,Spillage During Handling,Grade A,13.8,High,Yes,7.8
B00304,P01,Maize,Kitui Aggregation Warehouse,2025-11-27,52,797,797,797,0,5,Pest Damage,Grade A,11.0,Low,No,8.7
B00305,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2026-02-28,122,754,754,0,749,5,Moisture Loss,Grade B,11.1,Low,Yes,9.0
B00306,P06,Millet,Nyeri Aggregation Warehouse,2025-10-22,13,550,550,550,0,5,Pest Damage,Grade B,10.5,Low,No,7.2
B00307,P04,Wheat,Narok Aggregation Warehouse,2026-05-25,60,808,808,808,0,12,Spillage During Handling,Grade C,11.9,Medium,Yes,7.8
B00308,P06,Millet,Kisii Aggregation Warehouse,2026-03-01,121,1373,1373,0,1357,16,Spillage During Handling,Grade A,12.3,Low,No,7.7
B00309,P02,Beans,Kakamega Aggregation Warehouse,2025-11-28,214,782,782,283,492,7,Spillage During Handling,Grade A,11.6,Medium,Yes,9.2
B00310,P02,Beans,Narok Aggregation Warehouse,2026-05-06,9,1595,1595,1595,0,0,None,Grade B,8.7,Low,No,6.7
B00311,P03,Rice,Kakamega Aggregation Warehouse,2026-02-28,4,1001,1001,1001,0,24,Pest Damage,Grade B,15.4,High,Yes,6.9
B00312,P05,Sorghum,Kitui Aggregation Warehouse,2025-12-29,5,1714,1714,1714,0,12,Moisture Loss,Grade A,9.9,Low,No,6.7
B00313,P02,Beans,Trans Nzoia Aggregation Warehouse,2025-04-30,400,1454,1454,467,950,37,Moisture Loss,Grade A,13.9,High,Yes,5.9
B00314,P02,Beans,Embu Aggregation Warehouse,2025-11-06,29,585,585,585,0,11,Moisture Loss,Grade C,13.1,Low,No,7.9
B00315,P07,Green Grams,Makueni Aggregation Warehouse,2026-05-28,33,681,681,0,677,4,Moisture Loss,Grade A,10.1,Low,No,9.4
B00316,P07,Green Grams,Kirinyaga Aggregation Warehouse,2025-05-16,400,799,799,704,72,23,Moisture Loss,Grade A,15.5,Low,No,7.4
B00317,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2026-04-24,5,761,761,761,0,5,Spillage During Handling,Grade A,10.3,Low,No,6.6
B00318,P02,Beans,Narok Aggregation Warehouse,2025-10-21,23,687,687,687,0,17,Pest Damage,Grade A,14.6,Low,No,7.8
B00319,P04,Wheat,Nyeri Aggregation Warehouse,2025-07-31,334,648,648,641,0,14,Moisture Loss,Grade C,13.7,High,Yes,8.1
B00320,P05,Sorghum,Narok Aggregation Warehouse,2026-03-31,91,896,896,0,886,10,Spillage During Handling,Grade A,11.8,Low,No,7.4
B00321,P05,Sorghum,Kirinyaga Aggregation Warehouse,2026-04-02,10,964,964,964,0,4,Moisture Loss,Grade B,10.4,Low,No,9.1
B00322,P04,Wheat,Narok Aggregation Warehouse,2026-04-25,66,1747,1747,0,1715,32,Pest Damage,Grade A,12.3,Low,No,6.7
B00323,P01,Maize,Kakamega Aggregation Warehouse,2026-02-06,58,356,356,356,0,2,Weighing Variance,Grade A,11.4,Medium,Yes,7.3
B00324,P02,Beans,Kisumu Aggregation Warehouse,2025-06-24,371,582,582,0,565,17,Pest Damage,Grade B,15.9,High,Yes,7.8
B00325,P05,Sorghum,Kisumu Aggregation Warehouse,2025-11-06,236,1656,1656,0,1609,47,Weighing Variance,Grade B,15.7,Low,No,8.0
B00326,P01,Maize,Kitui Aggregation Warehouse,2026-03-18,104,1663,1663,0,1643,20,Spillage During Handling,Grade A,10.6,Low,No,7.7
B00327,P04,Wheat,Kirinyaga Aggregation Warehouse,2025-04-28,39,301,301,301,0,8,Spillage During Handling,Grade A,15.0,Medium,Yes,6.2
B00328,P05,Sorghum,Trans Nzoia Aggregation Warehouse,2026-01-24,21,1108,1108,1108,0,29,Moisture Loss,Grade A,14.3,Low,No,10.0
B00329,P06,Millet,Uasin Gishu Aggregation Warehouse,2025-06-02,71,256,256,256,0,0,None,Grade A,8.4,Low,Yes,7.3
B00330,P02,Beans,Trans Nzoia Aggregation Warehouse,2026-03-22,100,1492,1492,981,509,2,Moisture Loss,Grade B,9.7,Low,No,7.7
B00331,P01,Maize,Makueni Aggregation Warehouse,2025-02-24,400,869,869,0,853,16,Moisture Loss,Grade B,13.5,Low,No,8.3
B00332,P02,Beans,Busia Aggregation Warehouse,2026-02-20,23,1335,1335,1335,0,26,Moisture Loss,Grade A,13.9,Medium,Yes,6.9
B00333,P01,Maize,Narok Aggregation Warehouse,2025-05-09,400,715,715,0,713,2,Moisture Loss,Grade A,10.5,Low,No,7.7
B00334,P01,Maize,Kisii Aggregation Warehouse,2026-03-02,120,1553,1553,0,1544,9,Pest Damage,Grade B,11.4,Low,No,6.9
B00335,P02,Beans,Kitui Aggregation Warehouse,2025-07-10,355,981,981,0,967,14,Spillage During Handling,Grade B,12.9,Medium,Yes,8.1
B00336,P02,Beans,Nakuru Aggregation Warehouse,2026-05-10,51,1271,1271,0,1249,22,Pest Damage,Grade A,14.1,High,Yes,7.1
B00337,P03,Rice,Kirinyaga Aggregation Warehouse,2025-04-01,13,377,377,377,0,10,Weighing Variance,Grade B,14.8,High,Yes,7.7
B00338,P01,Maize,Narok Aggregation Warehouse,2025-01-12,400,593,593,0,583,10,Moisture Loss,Grade B,13.3,Low,Yes,6.4
B00339,P01,Maize,Kitui Aggregation Warehouse,2025-11-08,234,2278,2278,0,2278,0,None,Grade A,8.5,Low,No,6.7
B00340,P05,Sorghum,Trans Nzoia Aggregation Warehouse,2026-05-12,52,194,194,194,0,4,Spillage During Handling,Grade A,14.1,Medium,Yes,6.1
B00341,P06,Millet,Nyeri Aggregation Warehouse,2025-06-28,34,1427,1427,1427,0,49,Moisture Loss,Grade B,16.1,Medium,Yes,6.8
B00342,P07,Green Grams,Narok Aggregation Warehouse,2025-02-03,32,481,481,481,0,7,Spillage During Handling,Grade A,12.6,Low,Yes,4.8
B00343,P01,Maize,Uasin Gishu Aggregation Warehouse,2025-06-21,374,380,380,0,372,8,Moisture Loss,Grade B,13.0,Low,No,7.3
B00344,P03,Rice,Kirinyaga Aggregation Warehouse,2025-08-28,60,912,912,912,0,13,Moisture Loss,Grade B,12.9,Low,No,7.0
B00345,P02,Beans,Kisumu Aggregation Warehouse,2025-02-12,9,50,50,50,0,1,Weighing Variance,Grade B,13.9,Medium,Yes,7.8
B00346,P01,Maize,Meru Aggregation Warehouse,2025-09-19,53,608,608,608,0,7,Spillage During Handling,Grade B,12.2,Low,Yes,7.6
B00347,P05,Sorghum,Trans Nzoia Aggregation Warehouse,2025-11-17,225,1775,1775,0,1733,42,Spillage During Handling,Grade A,15.3,Low,No,9.0
B00348,P01,Maize,Nakuru Aggregation Warehouse,2025-01-25,400,1295,1295,0,1278,17,Pest Damage,Grade A,12.0,Low,No,10.0
B00349,P01,Maize,Nyeri Aggregation Warehouse,2025-05-14,30,693,693,693,0,13,Pest Damage,Grade A,12.6,Low,Yes,8.9
B00350,P03,Rice,Trans Nzoia Aggregation Warehouse,2025-03-19,10,492,492,492,0,9,Pest Damage,Grade B,12.9,High,Yes,7.0
B00351,P07,Green Grams,Kitui Aggregation Warehouse,2025-03-05,400,91,91,0,90,1,Moisture Loss,Grade A,11.6,Low,No,7.1
B00352,P05,Sorghum,Bungoma Aggregation Warehouse,2026-05-19,61,240,240,240,0,2,Moisture Loss,Grade A,12.3,Low,No,8.6
B00353,P01,Maize,Uasin Gishu Aggregation Warehouse,2025-09-14,289,418,418,0,412,6,Pest Damage,Grade A,11.9,Low,No,5.7
B00354,P08,Cowpeas,Uasin Gishu Aggregation Warehouse,2025-01-04,400,973,973,345,599,29,Pest Damage,Grade C,15.3,High,Yes,7.1
B00355,P01,Maize,Machakos Aggregation Warehouse,2026-05-09,8,1010,1010,1010,0,18,Moisture Loss,Grade A,12.1,Low,No,7.3
B00356,P01,Maize,Meru Aggregation Warehouse,2025-12-15,66,391,391,391,0,5,Weighing Variance,Grade A,12.7,Low,No,8.2
B00357,P02,Beans,Nyeri Aggregation Warehouse,2026-01-03,178,582,582,0,565,17,Spillage During Handling,Grade A,14.8,Low,No,8.3
B00358,P01,Maize,Embu Aggregation Warehouse,2025-11-12,74,215,215,215,0,5,Weighing Variance,Grade A,14.2,Low,No,6.8
B00359,P01,Maize,Kitui Aggregation Warehouse,2025-08-05,45,1084,1084,1084,0,35,Moisture Loss,Grade C,15.7,Medium,Yes,7.1
B00360,P06,Millet,Kirinyaga Aggregation Warehouse,2025-01-20,400,868,868,471,385,12,Moisture Loss,Grade A,12.8,Low,No,8.1
B00361,P07,Green Grams,Meru Aggregation Warehouse,2026-04-13,78,458,458,0,452,6,Pest Damage,Grade A,13.2,Low,No,6.7
B00362,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2025-12-12,200,454,454,0,441,13,Moisture Loss,Grade C,15.7,High,Yes,8.8
B00363,P06,Millet,Kirinyaga Aggregation Warehouse,2025-06-27,368,1099,1099,0,1087,12,Moisture Loss,Grade B,12.1,High,Yes,8.1
B00364,P01,Maize,Meru Aggregation Warehouse,2026-01-21,160,1518,1518,582,916,20,Moisture Loss,Grade A,12.9,Medium,Yes,7.8
B00365,P05,Sorghum,Kisumu Aggregation Warehouse,2026-05-03,9,1013,1013,1013,0,19,Moisture Loss,Grade B,13.8,Medium,Yes,8.0
B00366,P05,Sorghum,Nakuru Aggregation Warehouse,2026-05-27,55,846,846,846,0,0,None,Grade A,8.9,Low,Yes,7.1
B00367,P09,Barley,Machakos Aggregation Warehouse,2026-01-06,175,3345,3345,0,3321,24,Moisture Loss,Grade B,11.5,Low,No,6.9
B00368,P07,Green Grams,Makueni Aggregation Warehouse,2026-05-01,56,347,347,347,0,6,Moisture Loss,Grade B,14.3,Low,No,7.1
B00369,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2026-04-10,81,1072,1072,0,1044,28,Moisture Loss,Grade C,14.3,Low,No,8.1
