procurement_id,batch_id,farmer_id,product_id,product_name,procurement_date,season,county_sourced,quantity_kg,farmgate_price_kes_per_kg,transport_cost_kes,handling_cost_kes,moisture_percent,grade,rejected_quantity_kg,accepted_quantity_kg,collection_center,payment_status,days_to_pay_farmer
PR00156,B00156,F0088,P01,Maize,2025-05-14,Lean Season,Makueni,269,55.7,36.0,301.63,14.9,Grade A,0,269,Makueni Collection Center 3,Paid,6
PR00157,B00157,F0096,P04,Wheat,2025-08-18,Long Rains Harvest,Narok,646,51.32,73.16,475.98,12.7,Grade B,0,646,Narok Collection Center 1,Paid,5
PR00158,B00158,F0085,P03,Rice,2026-01-30,Short Rains Harvest,Uasin Gishu,1465,69.61,191.87,1647.31,11.5,Grade A,0,1465,Uasin Gishu Collection Center 2,Paid,20
PR00159,B00159,F0112,P07,Green Grams,2025-06-19,Lean Season,Narok,244,137.59,25.0,163.14,11.8,Grade A,0,244,Narok Collection Center 2,Paid,15
PR00160,B00160,F0011,P07,Green Grams,2026-04-16,Lean Season,Kirinyaga,622,153.3,75.66,349.32,16.9,Grade B,0,622,Kirinyaga Collection Center 1,Pending,
PR00161,B00161,F0053,P01,Maize,2025-02-06,Short Rains Harvest,Busia,1001,48.37,112.62,564.19,15.2,Grade B,0,1001,Busia Collection Center 1,Paid,12
PR00162,B00162,F0059,P05,Sorghum,2025-12-16,Peak Demand Season,Machakos,683,58.03,65.77,448.08,12.6,Grade A,0,683,Machakos Collection Center 3,Paid,16
PR00163,B00163,F0058,P02,Beans,2025-04-27,Lean Season,Kakamega,716,110.77,117.44,359.1,10.3,Grade B,0,716,Kakamega Collection Center 2,Paid,15
PR00164,B00164,F0006,P06,Millet,2025-06-18,Lean Season,Kirinyaga,121,107.25,14.43,123.39,12.8,Grade A,0,121,Kirinyaga Collection Center 2,Paid,15
PR00165,B00165,F0106,P01,Maize,2025-07-15,Long Rains Harvest,Busia,715,49.19,64.52,564.94,14.8,Grade C,0,715,Busia Collection Center 2,Pending,
PR00166,B00166,F0076,P03,Rice,2026-06-01,Lean Season,Kirinyaga,2568,81.72,357.48,2237.38,12.2,Grade C,0,2568,Kirinyaga Collection Center 3,Paid,8
PR00167,B00167,F0117,P07,Green Grams,2025-07-01,Long Rains Harvest,Machakos,1192,134.59,111.05,1276.24,11.2,Grade B,0,1192,Machakos Collection Center 2,Paid,21
PR00168,B00168,F0078,P02,Beans,2025-09-12,Long Rains Harvest,Nyeri,686,97.47,76.19,809.03,13.0,Grade A,0,686,Nyeri Collection Center 3,Pending,
PR00169,B00169,F0108,P04,Wheat,2025-11-18,Peak Demand Season,Busia,769,55.77,137.38,725.02,16.7,Grade C,0,769,Busia Collection Center 3,Paid,14
PR00170,B00170,F0091,P01,Maize,2025-07-02,Long Rains Harvest,Nyeri,1510,46.06,228.17,1095.76,12.9,Grade A,0,1510,Nyeri Collection Center 3,Paid,16
PR00171,B00171,F0087,P06,Millet,2025-10-20,Peak Demand Season,Kitui,332,113.48,35.31,168.97,13.9,Grade B,14,318,Kitui Collection Center 1,Paid,21
PR00172,B00172,F0088,P09,Barley,2025-09-14,Long Rains Harvest,Makueni,311,41.83,37.28,326.25,14.6,Grade B,0,311,Makueni Collection Center 3,Paid,11
PR00173,B00173,F0095,P07,Green Grams,2025-08-18,Long Rains Harvest,Machakos,986,136.35,123.55,656.99,15.5,Grade C,0,986,Machakos Collection Center 2,Paid,14
PR00174,B00174,F0101,P02,Beans,2025-11-17,Peak Demand Season,Nakuru,1439,140.31,194.21,1468.6,14.7,Grade C,0,1439,Nakuru Collection Center 1,Paid,18
PR00175,B00175,F0091,P08,Cowpeas,2026-01-12,Short Rains Harvest,Nyeri,1249,105.12,182.24,1152.04,13.8,Grade C,0,1249,Nyeri Collection Center 3,Paid,13
PR00176,B00176,F0023,P01,Maize,2026-06-11,Lean Season,Bungoma,856,49.18,86.48,595.24,9.8,Grade A,0,856,Bungoma Collection Center 2,Paid,4
PR00177,B00177,F0020,P06,Millet,2025-02-10,Short Rains Harvest,Uasin Gishu,394,80.67,40.86,211.03,15.8,Grade B,0,394,Uasin Gishu Collection Center 3,Paid,12
PR00178,B00178,F0010,P04,Wheat,2025-11-22,Peak Demand Season,Nakuru,262,53.82,50.47,226.48,12.9,Grade A,0,262,Nakuru Collection Center 2,Paid,14
PR00179,B00179,F0028,P01,Maize,2025-12-06,Peak Demand Season,Kisii,1544,49.66,247.83,1799.09,15.7,Grade B,0,1544,Kisii Collection Center 3,Pending,
PR00180,B00180,F0086,P01,Maize,2025-12-21,Peak Demand Season,Kisii,1453,51.59,274.4,1350.7,11.8,Grade C,0,1453,Kisii Collection Center 1,Paid,11
PR00181,B00181,F0070,P02,Beans,2025-10-17,Peak Demand Season,Embu,774,100.79,76.71,804.45,9.6,Grade A,0,774,Embu Collection Center 3,Paid,6
PR00182,B00182,F0066,P01,Maize,2025-03-26,Lean Season,Makueni,1487,64.03,149.09,1738.89,17.6,Grade A,264,1223,Makueni Collection Center 3,Pending,
PR00183,B00183,F0014,P02,Beans,2025-07-30,Long Rains Harvest,Nyeri,1218,107.19,135.34,1441.33,13.7,Grade B,0,1218,Nyeri Collection Center 1,Pending,
PR00184,B00184,F0092,P01,Maize,2025-12-06,Peak Demand Season,Nakuru,1277,44.74,130.17,797.61,13.1,Grade A,0,1277,Nakuru Collection Center 2,Delayed,33
PR00185,B00185,F0081,P02,Beans,2026-02-19,Short Rains Harvest,Narok,1128,106.7,96.79,1095.64,8.9,Grade B,0,1128,Narok Collection Center 3,Pending,
PR00186,B00186,F0109,P01,Maize,2025-03-16,Lean Season,Kakamega,733,53.45,89.51,515.22,14.5,Grade B,0,733,Kakamega Collection Center 2,Delayed,28
PR00187,B00187,F0085,P02,Beans,2025-02-01,Short Rains Harvest,Uasin Gishu,135,108.26,16.51,80.39,13.3,Grade C,0,135,Uasin Gishu Collection Center 1,Delayed,25
PR00188,B00188,F0114,P01,Maize,2026-01-18,Short Rains Harvest,Meru,1420,54.45,187.61,1579.52,12.2,Grade A,0,1420,Meru Collection Center 3,Paid,9
PR00189,B00189,F0040,P08,Cowpeas,2025-08-04,Long Rains Harvest,Meru,366,101.61,40.98,271.09,13.7,Grade B,0,366,Meru Collection Center 1,Paid,12
PR00190,B00190,F0033,P05,Sorghum,2025-07-18,Long Rains Harvest,Narok,973,46.27,106.59,872.88,15.4,Grade C,0,973,Narok Collection Center 3,Paid,14
PR00191,B00191,F0038,P04,Wheat,2025-03-10,Lean Season,Nyeri,510,54.33,56.96,462.27,12.6,Grade A,0,510,Nyeri Collection Center 2,Paid,19
PR00192,B00192,F0116,P05,Sorghum,2025-07-18,Long Rains Harvest,Makueni,1121,50.01,178.06,1044.14,11.9,Grade A,0,1121,Makueni Collection Center 2,Paid,11
PR00193,B00193,F0022,P08,Cowpeas,2025-01-05,Short Rains Harvest,Makueni,1091,92.53,142.82,1089.41,9.8,Grade A,0,1091,Makueni Collection Center 2,Paid,11
PR00194,B00194,F0060,P07,Green Grams,2026-04-02,Lean Season,Kisumu,464,149.67,59.32,411.18,14.2,Grade B,0,464,Kisumu Collection Center 1,Pending,
PR00195,B00195,F0026,P08,Cowpeas,2025-09-27,Long Rains Harvest,Machakos,517,101.21,79.57,521.76,11.1,Grade B,0,517,Machakos Collection Center 3,Pending,
PR00196,B00196,F0076,P02,Beans,2025-08-06,Long Rains Harvest,Kirinyaga,948,120.75,133.67,834.65,17.2,Grade C,0,948,Kirinyaga Collection Center 1,Paid,7
PR00197,B00197,F0076,P08,Cowpeas,2025-10-25,Peak Demand Season,Kirinyaga,1108,96.62,154.33,624.23,11.0,Grade A,0,1108,Kirinyaga Collection Center 3,Delayed,33
PR00198,B00198,F0097,P05,Sorghum,2026-06-11,Lean Season,Embu,717,56.9,96.02,642.75,15.1,Grade C,137,580,Embu Collection Center 1,Delayed,51
PR00199,B00199,F0063,P01,Maize,2025-08-26,Long Rains Harvest,Kirinyaga,209,39.57,21.64,110.76,13.1,Grade C,0,209,Kirinyaga Collection Center 2,Paid,11
PR00200,B00200,F0006,P08,Cowpeas,2025-11-28,Peak Demand Season,Kirinyaga,1034,95.65,127.36,975.58,10.9,Grade B,0,1034,Kirinyaga Collection Center 2,Paid,20
PR00201,B00201,F0047,P05,Sorghum,2025-03-21,Lean Season,Kakamega,520,65.33,85.6,590.24,13.1,Grade B,0,520,Kakamega Collection Center 2,Paid,12
PR00202,B00202,F0001,P08,Cowpeas,2026-05-29,Lean Season,Trans Nzoia,191,128.2,23.57,126.25,13.7,Grade B,0,191,Trans Nzoia Collection Center 3,Paid,12
PR00203,B00203,F0016,P06,Millet,2025-08-24,Long Rains Harvest,Kitui,351,85.81,79.32,203.35,11.3,Grade A,0,351,Kitui Collection Center 2,Paid,15
PR00204,B00204,F0006,P01,Maize,2025-05-11,Lean Season,Kirinyaga,439,57.32,44.52,412.96,12.6,Grade A,38,401,Kirinyaga Collection Center 2,Paid,14
PR00205,B00205,F0073,P05,Sorghum,2025-01-20,Short Rains Harvest,Machakos,205,62.29,43.72,220.36,13.5,Grade A,0,205,Machakos Collection Center 2,Paid,21
PR00206,B00206,F0107,P01,Maize,2026-02-25,Short Rains Harvest,Embu,303,49.03,40.33,325.52,9.9,Grade B,0,303,Embu Collection Center 2,Pending,
PR00207,B00207,F0077,P08,Cowpeas,2025-03-12,Lean Season,Trans Nzoia,2099,106.28,214.57,1209.02,13.4,Grade C,0,2099,Trans Nzoia Collection Center 1,Paid,12
PR00208,B00208,F0023,P05,Sorghum,2026-05-03,Lean Season,Bungoma,469,73.96,54.66,522.67,13.6,Grade C,82,387,Bungoma Collection Center 3,Delayed,25
PR00209,B00209,F0115,P07,Green Grams,2026-03-18,Lean Season,Kirinyaga,882,156.62,129.66,467.82,9.5,Grade A,0,882,Kirinyaga Collection Center 2,Pending,
PR00210,B00210,F0103,P02,Beans,2025-04-11,Lean Season,Kitui,2007,125.46,360.21,2079.46,11.9,Grade A,0,2007,Kitui Collection Center 2,Paid,21
PR00211,B00211,F0091,P01,Maize,2025-01-08,Short Rains Harvest,Nyeri,1167,48.69,152.67,589.38,11.4,Grade B,0,1167,Nyeri Collection Center 1,Paid,8
PR00212,B00212,F0075,P02,Beans,2025-09-17,Long Rains Harvest,Nyeri,826,97.02,113.64,739.49,14.1,Grade C,0,826,Nyeri Collection Center 3,Paid,21
PR00213,B00213,F0062,P07,Green Grams,2025-07-03,Long Rains Harvest,Nyeri,1020,123.34,144.3,691.2,11.4,Grade A,0,1020,Nyeri Collection Center 3,Pending,
PR00214,B00214,F0030,P01,Maize,2026-04-03,Lean Season,Makueni,1000,61.07,131.81,570.2,14.0,Grade C,0,1000,Makueni Collection Center 3,Paid,18
PR00215,B00215,F0021,P06,Millet,2026-02-03,Short Rains Harvest,Bungoma,429,105.32,44.0,241.85,9.7,Grade C,0,429,Bungoma Collection Center 1,Paid,11
PR00216,B00216,F0078,P02,Beans,2025-02-08,Short Rains Harvest,Nyeri,1239,117.78,136.62,966.98,10.2,Grade A,0,1239,Nyeri Collection Center 1,Paid,8
PR00217,B00217,F0057,P05,Sorghum,2025-01-11,Short Rains Harvest,Uasin Gishu,1017,49.43,190.97,1080.8,17.7,Grade A,0,1017,Uasin Gishu Collection Center 1,Paid,14
PR00218,B00218,F0087,P05,Sorghum,2025-02-06,Short Rains Harvest,Kitui,784,52.44,88.19,927.43,12.7,Grade A,0,784,Kitui Collection Center 2,Paid,16
PR00219,B00219,F0067,P04,Wheat,2025-01-16,Short Rains Harvest,Kirinyaga,1402,50.7,121.58,789.49,11.9,Grade B,0,1402,Kirinyaga Collection Center 2,Paid,17
PR00220,B00220,F0025,P01,Maize,2026-04-11,Lean Season,Narok,1161,63.7,167.16,792.7,12.1,Grade A,0,1161,Narok Collection Center 1,Paid,10
PR00221,B00221,F0033,P07,Green Grams,2025-09-14,Long Rains Harvest,Narok,1116,134.67,130.71,997.95,10.6,Grade B,0,1116,Narok Collection Center 2,Paid,15
PR00222,B00222,F0111,P08,Cowpeas,2025-01-29,Short Rains Harvest,Narok,882,97.34,141.46,677.26,12.4,Grade A,0,882,Narok Collection Center 2,Pending,
PR00223,B00223,F0067,P08,Cowpeas,2025-01-10,Short Rains Harvest,Kirinyaga,1322,103.57,120.72,926.86,11.1,Grade B,0,1322,Kirinyaga Collection Center 1,Paid,17
PR00224,B00224,F0046,P03,Rice,2025-08-12,Long Rains Harvest,Makueni,56,82.5,7.64,65.13,12.6,Grade B,0,56,Makueni Collection Center 3,Paid,11
PR00225,B00225,F0034,P01,Maize,2025-07-31,Long Rains Harvest,Kirinyaga,688,42.01,72.12,746.78,13.6,Grade C,33,655,Kirinyaga Collection Center 2,Delayed,35
PR00226,B00226,F0098,P05,Sorghum,2025-02-13,Short Rains Harvest,Trans Nzoia,155,61.71,18.27,111.72,11.1,Grade B,0,155,Trans Nzoia Collection Center 1,Paid,13
PR00227,B00227,F0118,P09,Barley,2026-06-08,Lean Season,Meru,709,52.42,74.72,640.7,13.6,Grade C,0,709,Meru Collection Center 3,Paid,10
PR00228,B00228,F0111,P02,Beans,2025-06-28,Lean Season,Narok,367,126.88,56.77,316.63,13.4,Grade A,0,367,Narok Collection Center 1,Paid,15
PR00229,B00229,F0079,P02,Beans,2025-09-23,Long Rains Harvest,Kakamega,1914,94.29,178.65,1317.95,11.3,Grade A,0,1914,Kakamega Collection Center 2,Paid,11
PR00230,B00230,F0048,P06,Millet,2026-01-09,Short Rains Harvest,Uasin Gishu,601,101.97,57.77,376.18,11.0,Grade A,0,601,Uasin Gishu Collection Center 2,Paid,15
PR00231,B00231,F0072,P07,Green Grams,2026-03-19,Lean Season,Narok,882,170.84,86.47,934.94,9.3,Grade A,0,882,Narok Collection Center 1,Paid,18
PR00232,B00232,F0109,P09,Barley,2026-06-14,Lean Season,Kakamega,1091,55.26,127.15,917.13,17.3,Grade C,56,1035,Kakamega Collection Center 1,Paid,9
PR00233,B00233,F0061,P07,Green Grams,2025-04-09,Lean Season,Kirinyaga,669,153.55,157.11,503.54,15.0,Grade C,0,669,Kirinyaga Collection Center 1,Paid,13
PR00234,B00234,F0087,P02,Beans,2025-07-23,Long Rains Harvest,Kitui,1370,108.63,153.93,1201.36,14.1,Grade B,0,1370,Kitui Collection Center 3,Paid,14
PR00235,B00235,F0011,P03,Rice,2026-01-26,Short Rains Harvest,Kirinyaga,50,79.33,5.92,58.48,14.3,Grade B,0,50,Kirinyaga Collection Center 3,Paid,14
PR00236,B00236,F0109,P04,Wheat,2025-03-15,Lean Season,Kakamega,846,52.41,99.3,608.64,10.2,Grade B,0,846,Kakamega Collection Center 2,Paid,14
PR00237,B00237,F0047,P07,Green Grams,2026-04-07,Lean Season,Kakamega,1146,152.02,179.52,591.53,8.4,Grade B,0,1146,Kakamega Collection Center 1,Pending,
PR00238,B00238,F0051,P01,Maize,2025-04-16,Lean Season,Makueni,2534,48.75,345.17,2106.34,12.4,Grade B,0,2534,Makueni Collection Center 1,Delayed,25
PR00239,B00239,F0020,P01,Maize,2025-03-28,Lean Season,Uasin Gishu,567,58.77,67.24,406.29,10.6,Grade A,0,567,Uasin Gishu Collection Center 1,Paid,6
PR00240,B00240,F0085,P01,Maize,2026-01-01,Short Rains Harvest,Uasin Gishu,566,52.98,65.73,471.65,15.6,Grade B,0,566,Uasin Gishu Collection Center 3,Paid,17
PR00241,B00241,F0076,P04,Wheat,2026-04-13,Lean Season,Kirinyaga,474,58.59,68.19,424.13,14.7,Grade B,0,474,Kirinyaga Collection Center 3,Paid,6
PR00242,B00242,F0012,P01,Maize,2026-03-29,Lean Season,Narok,583,52.56,82.1,355.05,17.0,Grade C,0,583,Narok Collection Center 2,Paid,11
PR00243,B00243,F0002,P03,Rice,2026-05-19,Lean Season,Trans Nzoia,1264,101.73,202.08,640.08,13.1,Grade B,0,1264,Trans Nzoia Collection Center 2,Paid,13
PR00244,B00244,F0113,P01,Maize,2026-03-24,Lean Season,Bungoma,881,54.11,79.53,895.08,13.5,Grade B,0,881,Bungoma Collection Center 1,Paid,13
PR00245,B00245,F0103,P04,Wheat,2025-10-06,Peak Demand Season,Kitui,2479,51.29,501.3,2643.03,12.8,Grade B,0,2479,Kitui Collection Center 3,Paid,19
PR00246,B00246,F0058,P03,Rice,2025-10-06,Peak Demand Season,Kakamega,562,89.68,88.57,407.14,9.7,Grade C,0,562,Kakamega Collection Center 2,Delayed,25
PR00247,B00247,F0092,P01,Maize,2026-03-25,Lean Season,Nakuru,1641,60.07,174.54,993.59,11.1,Grade A,0,1641,Nakuru Collection Center 2,Pending,
PR00248,B00248,F0102,P03,Rice,2025-02-02,Short Rains Harvest,Kisumu,564,73.4,143.67,657.71,11.6,Grade B,0,564,Kisumu Collection Center 1,Paid,18
PR00249,B00249,F0033,P08,Cowpeas,2026-01-26,Short Rains Harvest,Narok,1247,107.21,119.05,1294.01,13.8,Grade C,0,1247,Narok Collection Center 1,Pending,
PR00250,B00250,F0095,P01,Maize,2025-04-07,Lean Season,Machakos,1741,56.38,240.22,1446.73,11.8,Grade A,0,1741,Machakos Collection Center 1,Paid,14
PR00251,B00251,F0071,P06,Millet,2025-05-06,Lean Season,Kisii,1757,98.68,233.37,1122.91,13.7,Grade C,0,1757,Kisii Collection Center 3,Paid,14
PR00252,B00252,F0002,P02,Beans,2025-06-21,Lean Season,Trans Nzoia,807,141.99,132.42,627.09,11.1,Grade C,0,807,Trans Nzoia Collection Center 3,Paid,19
PR00253,B00253,F0048,P05,Sorghum,2025-04-02,Lean Season,Uasin Gishu,817,59.33,82.99,800.79,13.1,Grade C,0,817,Uasin Gishu Collection Center 2,Paid,19
PR00254,B00254,F0090,P05,Sorghum,2025-04-20,Lean Season,Kitui,1156,56.58,160.94,1372.37,11.7,Grade B,0,1156,Kitui Collection Center 1,Paid,13
PR00255,B00255,F0049,P01,Maize,2026-01-02,Short Rains Harvest,Busia,342,50.91,33.43,180.45,8.4,Grade A,0,342,Busia Collection Center 3,Paid,15
PR00256,B00256,F0045,P01,Maize,2025-11-28,Peak Demand Season,Bungoma,869,56.4,90.21,940.21,12.0,Grade A,0,869,Bungoma Collection Center 2,Paid,11
PR00257,B00257,F0070,P07,Green Grams,2026-01-11,Short Rains Harvest,Embu,966,130.39,101.77,825.13,14.2,Grade C,0,966,Embu Collection Center 3,Paid,14
PR00258,B00258,F0093,P01,Maize,2025-03-06,Lean Season,Narok,940,58.84,162.43,724.97,12.1,Grade A,0,940,Narok Collection Center 2,Paid,13
PR00259,B00259,F0042,P02,Beans,2025-04-24,Lean Season,Kitui,657,110.71,111.68,348.63,15.9,Grade A,35,622,Kitui Collection Center 1,Paid,19
PR00260,B00260,F0108,P04,Wheat,2026-02-02,Short Rains Harvest,Busia,1259,49.95,204.59,1247.57,12.9,Grade A,0,1259,Busia Collection Center 1,Paid,8
PR00261,B00261,F0119,P05,Sorghum,2025-03-23,Lean Season,Trans Nzoia,1025,64.24,151.75,771.46,11.1,Grade B,0,1025,Trans Nzoia Collection Center 1,Pending,
PR00262,B00262,F0035,P07,Green Grams,2025-02-11,Short Rains Harvest,Nyeri,802,140.51,92.16,444.75,9.4,Grade A,0,802,Nyeri Collection Center 2,Paid,11
PR00263,B00263,F0068,P01,Maize,2025-09-12,Long Rains Harvest,Kisumu,2131,47.03,294.36,1898.5,8.5,Grade B,0,2131,Kisumu Collection Center 3,Paid,20
PR00264,B00264,F0086,P03,Rice,2026-03-14,Lean Season,Kisii,2249,100.15,355.17,1408.5,13.8,Grade B,0,2249,Kisii Collection Center 2,Delayed,47
PR00265,B00265,F0116,P08,Cowpeas,2025-11-19,Peak Demand Season,Makueni,1213,109.73,218.65,1323.87,12.0,Grade B,0,1213,Makueni Collection Center 1,Paid,10
PR00266,B00266,F0028,P04,Wheat,2026-01-20,Short Rains Harvest,Kisii,1330,50.97,248.17,901.56,10.6,Grade A,0,1330,Kisii Collection Center 2,Pending,
PR00267,B00267,F0067,P05,Sorghum,2025-05-19,Lean Season,Kirinyaga,677,76.01,62.44,480.83,10.7,Grade B,0,677,Kirinyaga Collection Center 3,Pending,
PR00268,B00268,F0118,P07,Green Grams,2026-06-08,Lean Season,Meru,937,158.08,116.94,569.98,9.6,Grade A,0,937,Meru Collection Center 3,Paid,10
PR00269,B00269,F0033,P01,Maize,2025-11-04,Peak Demand Season,Narok,1054,45.64,108.13,1204.21,13.1,Grade B,0,1054,Narok Collection Center 3,Paid,20
PR00270,B00270,F0105,P06,Millet,2025-04-08,Lean Season,Kakamega,230,110.93,25.76,232.66,10.2,Grade A,0,230,Kakamega Collection Center 2,Pending,
PR00271,B00271,F0056,P07,Green Grams,2026-03-03,Lean Season,Kisumu,1250,173.99,221.43,1299.09,11.7,Grade B,0,1250,Kisumu Collection Center 3,Paid,10
PR00272,B00272,F0040,P02,Beans,2025-02-12,Short Rains Harvest,Meru,107,102.38,11.08,77.98,13.0,Grade A,0,107,Meru Collection Center 2,Delayed,44
PR00273,B00273,F0074,P06,Millet,2026-06-01,Lean Season,Uasin Gishu,237,92.83,23.76,248.96,8.8,Grade A,0,237,Uasin Gishu Collection Center 3,Pending,
PR00274,B00274,F0011,P02,Beans,2026-02-13,Short Rains Harvest,Kirinyaga,1611,109.32,205.4,952.52,11.3,Grade A,0,1611,Kirinyaga Collection Center 1,Paid,15
PR00275,B00275,F0095,P04,Wheat,2025-09-10,Long Rains Harvest,Machakos,3176,44.55,369.76,2544.12,12.8,Grade A,0,3176,Machakos Collection Center 2,Paid,12
PR00276,B00276,F0042,P02,Beans,2025-12-19,Peak Demand Season,Kitui,2304,124.69,333.28,1643.61,16.5,Grade C,0,2304,Kitui Collection Center 1,Paid,19
PR00277,B00277,F0119,P03,Rice,2025-08-28,Long Rains Harvest,Trans Nzoia,1156,68.44,160.44,1191.16,12.5,Grade A,276,880,Trans Nzoia Collection Center 2,Delayed,48
PR00278,B00278,F0089,P01,Maize,2025-04-24,Lean Season,Kitui,1566,52.51,230.47,1146.8,11.1,Grade A,0,1566,Kitui Collection Center 3,Pending,
PR00279,B00279,F0094,P03,Rice,2025-05-25,Lean Season,Makueni,835,95.53,146.61,637.63,15.6,Grade B,0,835,Makueni Collection Center 1,Paid,13
PR00280,B00280,F0080,P07,Green Grams,2025-10-05,Peak Demand Season,Machakos,394,128.12,46.67,199.3,12.3,Grade A,0,394,Machakos Collection Center 1,Paid,17
PR00281,B00281,F0112,P01,Maize,2026-01-31,Short Rains Harvest,Narok,1183,43.41,117.91,1400.23,10.3,Grade A,0,1183,Narok Collection Center 1,Paid,21
PR00282,B00282,F0059,P01,Maize,2025-01-23,Short Rains Harvest,Machakos,1659,40.5,197.69,1183.61,13.7,Grade B,300,1359,Machakos Collection Center 2,Paid,21
PR00283,B00283,F0065,P01,Maize,2025-10-10,Peak Demand Season,Kakamega,631,57.74,84.26,703.61,16.5,Grade C,96,535,Kakamega Collection Center 1,Paid,16
PR00284,B00284,F0051,P02,Beans,2025-05-21,Lean Season,Makueni,547,110.33,65.4,641.32,10.1,Grade B,0,547,Makueni Collection Center 1,Paid,11
PR00285,B00285,F0040,P02,Beans,2025-12-04,Peak Demand Season,Meru,1287,118.62,119.41,1231.31,13.2,Grade B,0,1287,Meru Collection Center 3,Paid,14
PR00286,B00286,F0068,P06,Millet,2025-05-19,Lean Season,Kisumu,557,105.01,76.29,578.74,9.2,Grade A,0,557,Kisumu Collection Center 3,Paid,18
PR00287,B00287,F0016,P08,Cowpeas,2025-07-08,Long Rains Harvest,Kitui,1026,89.73,264.28,1035.19,10.0,Grade B,0,1026,Kitui Collection Center 2,Paid,4
PR00288,B00288,F0106,P06,Millet,2025-10-08,Peak Demand Season,Busia,770,89.11,70.99,455.9,16.2,Grade C,0,770,Busia Collection Center 3,Paid,19
PR00289,B00289,F0030,P01,Maize,2025-08-25,Long Rains Harvest,Makueni,1292,48.76,148.22,1268.35,10.4,Grade A,0,1292,Makueni Collection Center 2,Pending,
PR00290,B00290,F0050,P01,Maize,2026-05-19,Lean Season,Machakos,962,55.53,123.92,633.37,13.2,Grade C,0,962,Machakos Collection Center 1,Delayed,36
PR00291,B00291,F0026,P06,Millet,2025-07-29,Long Rains Harvest,Machakos,364,75.55,60.0,433.14,10.6,Grade A,0,364,Machakos Collection Center 1,Paid,15
PR00292,B00292,F0100,P02,Beans,2025-02-12,Short Rains Harvest,Uasin Gishu,1004,113.35,107.72,1008.16,11.9,Grade C,0,1004,Uasin Gishu Collection Center 3,Paid,21
PR00293,B00293,F0101,P07,Green Grams,2025-02-09,Short Rains Harvest,Nakuru,532,132.8,79.62,573.98,12.5,Grade C,0,532,Nakuru Collection Center 3,Paid,6
PR00294,B00294,F0050,P01,Maize,2026-06-13,Lean Season,Machakos,1374,60.75,214.56,869.6,13.0,Grade B,0,1374,Machakos Collection Center 1,Paid,13
PR00295,B00295,F0079,P02,Beans,2025-02-25,Short Rains Harvest,Kakamega,1235,116.47,134.39,1018.26,12.7,Grade A,0,1235,Kakamega Collection Center 3,Paid,6
PR00296,B00296,F0090,P08,Cowpeas,2025-05-19,Lean Season,Kitui,530,111.77,75.54,274.24,10.2,Grade B,0,530,Kitui Collection Center 1,Delayed,40
PR00297,B00297,F0089,P01,Maize,2025-06-17,Lean Season,Kitui,259,59.91,34.86,150.2,17.6,Grade B,0,259,Kitui Collection Center 3,Paid,7
PR00298,B00298,F0021,P05,Sorghum,2026-01-23,Short Rains Harvest,Bungoma,1609,56.06,166.8,996.97,11.6,Grade B,0,1609,Bungoma Collection Center 1,Paid,9
PR00299,B00299,F0092,P01,Maize,2025-02-22,Short Rains Harvest,Nakuru,1184,46.28,128.45,1229.04,11.6,Grade B,0,1184,Nakuru Collection Center 1,Paid,11
PR00300,B00300,F0098,P01,Maize,2025-09-17,Long Rains Harvest,Trans Nzoia,820,38.82,99.71,696.22,11.9,Grade B,0,820,Trans Nzoia Collection Center 3,Paid,17
PR00301,B00301,F0053,P03,Rice,2026-03-29,Lean Season,Busia,1011,80.36,132.7,678.68,16.3,Grade C,0,1011,Busia Collection Center 1,Pending,
PR00302,B00302,F0008,P01,Maize,2025-12-24,Peak Demand Season,Kitui,333,44.72,36.87,321.98,8.0,Grade A,0,333,Kitui Collection Center 2,Paid,12
PR00303,B00303,F0021,P09,Barley,2025-10-19,Peak Demand Season,Bungoma,2475,52.62,302.18,2268.28,13.8,Grade A,0,2475,Bungoma Collection Center 1,Paid,19
PR00304,B00304,F0039,P01,Maize,2025-11-27,Peak Demand Season,Kitui,797,50.29,96.33,436.25,11.0,Grade A,0,797,Kitui Collection Center 3,Paid,13
PR00305,B00305,F0043,P07,Green Grams,2026-02-28,Short Rains Harvest,Trans Nzoia,754,132.94,96.4,700.04,11.1,Grade B,0,754,Trans Nzoia Collection Center 2,Delayed,27
PR00306,B00306,F0078,P06,Millet,2025-10-22,Peak Demand Season,Nyeri,550,98.35,59.54,374.97,10.5,Grade B,0,550,Nyeri Collection Center 2,Paid,11
PR00307,B00307,F0081,P04,Wheat,2026-05-25,Lean Season,Narok,838,57.04,75.15,776.48,11.9,Grade C,30,808,Narok Collection Center 1,Paid,12
PR00308,B00308,F0027,P06,Millet,2026-03-01,Lean Season,Kisii,1373,104.44,135.23,1225.12,12.3,Grade A,0,1373,Kisii Collection Center 1,Paid,10
PR00309,B00309,F0065,P02,Beans,2025-11-28,Peak Demand Season,Kakamega,782,131.97,91.77,573.44,11.6,Grade A,0,782,Kakamega Collection Center 1,Pending,
PR00310,B00310,F0044,P02,Beans,2026-05-06,Lean Season,Narok,1595,147.44,289.75,1518.37,8.7,Grade B,0,1595,Narok Collection Center 2,Paid,15
PR00311,B00311,F0105,P03,Rice,2026-02-28,Short Rains Harvest,Kakamega,1001,85.89,105.08,865.62,15.4,Grade B,0,1001,Kakamega Collection Center 3,Paid,13
